"","key","country","site","cluster","plot","siteid","longitude","latitude","year","plotcultmgd","postoposeq","vegstructure","severeero","rdr50","trees","shrubs","cropland","forest","grassland","wooded_grassland","grasslandall","bushland","shrubland","wetland","dom_landuse"
"117","uuid:8d56c8ed-eaef-4cc1-96ce-348913b077cb","sri_lanka","kandy",12,10,"kandy_12_10",80.8557,7.37992,2024,0,"ridge_crest","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"118","uuid:c2db8aa7-6321-4dc4-ba90-cbcb7aefa7c7","sri_lanka","kandy",12,11,"kandy_12_11",80.8512,7.37914,2024,0,"midslope","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"protected_area"
"119","uuid:3b5ef3cd-9605-4b0d-a10f-87db482be2db","sri_lanka","kandy",12,12,"kandy_12_12",80.8521,7.37984,2024,1,"midslope","shrubland",1,1,1,1,0,0,0,0,0,0,1,0,"perennial_agroforestry"
"120","uuid:ec785410-3d11-4d79-afc9-7670afdee546","sri_lanka","kandy",12,13,"kandy_12_13",80.849,7.38725,2024,0,"midslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"121","uuid:7e64aa6e-6fa2-4043-8232-cc2392f7f267","sri_lanka","kandy",12,14,"kandy_12_14",80.8536,7.38745,2024,0,"midslope","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"122","uuid:6f07244e-d8ba-48ec-a261-5a6899932aef","sri_lanka","kandy",13,1,"kandy_13_1",80.874,7.31102,2024,1,"midslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"123","uuid:724d2b0b-82b2-4307-8308-d28928839b78","sri_lanka","kandy",13,2,"kandy_13_2",80.8752,7.31293,2024,1,"footslope","woodland",1,0,1,1,0,0,0,0,0,0,0,0,"other"
"124","uuid:1deb8f3c-0df1-4842-8406-1783d993c0c8","sri_lanka","kandy",13,4,"kandy_13_4",80.8761,7.30986,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"125","uuid:17dbd0eb-020a-48d0-8fc1-1dc763445598","sri_lanka","kandy",13,5,"kandy_13_5",80.8771,7.31264,2024,0,"footslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"126","uuid:34dc2137-7836-4286-a3a4-4de89b3272d2","sri_lanka","kandy",13,7,"kandy_13_7",80.8772,7.31344,2024,0,"midslope","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"other"
"127","uuid:6ca2984c-798f-49ed-aa72-f46cc6752e83","sri_lanka","kandy",13,8,"kandy_13_8",80.8766,7.31037,2024,1,"footslope","grassland",1,0,1,1,0,0,1,0,1,0,0,0,"annual_crop"
"128","uuid:e3c45925-df5a-4722-a67a-08a3cc37eafa","sri_lanka","kandy",13,9,"kandy_13_9",80.8796,7.31186,2024,1,"midslope","woodland",1,0,1,1,0,0,0,0,0,0,0,0,"perennial_agroforestry"
"129","uuid:6c7e1ac2-0230-4794-a9f8-2f8e8a50809f","sri_lanka","kandy",13,13,"kandy_13_13",80.8777,7.31216,2024,1,"midslope","woodland",1,0,1,1,0,0,0,0,0,0,0,0,"perennial_agroforestry"
"130","uuid:17a361ab-92fb-49d5-af8a-af5b68adc07b","sri_lanka","kandy",13,14,"kandy_13_14",80.8788,7.3162,2024,0,"midslope","grassland",1,0,1,1,0,0,1,0,1,0,0,0,"other"
"131","uuid:bfa9d10b-8fc6-4976-b119-91af03eb8711","sri_lanka","kandy",13,15,"kandy_13_15",80.8707,7.31172,2024,1,"midslope","wooded_grassland",0,0,1,1,0,0,0,1,1,0,0,0,"other"
"132","uuid:11920ab3-dedd-4063-a9b8-07b827b09495","sri_lanka","kandy",14,1,"kandy_14_1",80.8769,7.33479,2024,1,"midslope","woodland",1,1,1,1,0,0,0,0,0,0,0,0,"woodlot"
"133","uuid:2503f60b-2cc4-460e-a9b1-e5ccebc0136f","sri_lanka","kandy",14,2,"kandy_14_2",80.8706,7.33855,2024,0,"midslope","grassland",1,1,0,1,0,0,1,0,1,0,0,0,"other"
"134","uuid:984cf3ec-d06d-4b46-ba92-e89c5668d70a","sri_lanka","kandy",14,3,"kandy_14_3",80.8704,7.33706,2024,0,"midslope","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"protected_area"
"135","uuid:7a4f0929-c04c-4b84-a4fb-3101d7b3e331","sri_lanka","kandy",14,6,"kandy_14_6",80.8716,7.33449,2024,1,"midslope","grassland",1,0,1,1,0,0,1,0,1,0,0,0,"annual_crop"
"136","uuid:e882039f-d190-4b71-af4c-a83c7d614724","sri_lanka","kandy",14,9,"kandy_14_9",80.8749,7.33485,2024,0,"midslope","shrubland",1,1,1,1,0,0,0,0,0,0,1,0,"protected_area"
"137","uuid:1481cf06-e822-43ce-87c4-086b53666343","sri_lanka","kandy",14,10,"kandy_14_10",80.8753,7.34294,2024,0,"midslope","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"138","uuid:c1b2e9f5-b57a-47d5-b70a-b74895bee44a","sri_lanka","kandy",14,11,"kandy_14_11",80.8714,7.34134,2024,0,"upland","shrubland",0,1,1,1,0,0,0,0,0,0,1,0,"protected_area"
"139","uuid:a57bfbd9-b8fe-4ec0-b921-263d47a3b88e","sri_lanka","kandy",14,13,"kandy_14_13",80.8743,7.3423,2024,0,"midslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"140","uuid:af7d433a-4425-466a-aa47-e1f4f3b1eaf4","sri_lanka","kandy",14,14,"kandy_14_14",80.8743,7.33706,2024,0,"ridge_crest","shrubland",1,1,1,1,0,0,0,0,0,0,1,0,"protected_area"
"141","uuid:b5f7d060-fce8-46cb-88dc-f0d17c8c8991","sri_lanka","kandy",14,15,"kandy_14_15",80.8711,7.33941,2024,0,"footslope","forest",0,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"142","uuid:285fd58a-67f8-4dc9-9c1a-f554137c07ea","sri_lanka","kandy",15,3,"kandy_15_3",80.8771,7.35823,2024,1,"footslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"143","uuid:106db6e1-4e42-4a5f-aadf-358520bbea5c","sri_lanka","kandy",15,4,"kandy_15_4",80.8773,7.35795,2024,1,"footslope","woodland",1,1,1,1,0,0,0,0,0,0,0,0,"other"
"144","uuid:da3c726c-57f3-4931-8161-98d4653f458f","sri_lanka","kandy",15,5,"kandy_15_5",80.8776,7.3605,2024,0,"ridge_crest","grassland",1,0,1,1,0,0,1,0,1,0,0,0,"fallow"
"145","uuid:e4aec072-73a6-4bef-914f-21d49f611ca0","sri_lanka","kandy",15,7,"kandy_15_7",80.8705,7.35811,2024,1,"midslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"146","uuid:6bc3cf2a-9d6a-4994-b5cf-9c31909a6acf","sri_lanka","kandy",15,8,"kandy_15_8",80.8722,7.35797,2024,1,"midslope","woodland",1,0,1,1,0,0,0,0,0,0,0,0,"perennial_crop"
"147","uuid:8287847f-0f16-4d71-8591-d497e4f81251","sri_lanka","kandy",15,9,"kandy_15_9",80.8697,7.35736,2024,1,"midslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"148","uuid:978b20bb-b9f9-4408-83ec-1151c3142ddd","sri_lanka","kandy",15,10,"kandy_15_10",80.8747,7.36163,2024,0,"midslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"149","uuid:5b64039a-3d43-4354-8ec6-3491325c1569","sri_lanka","kandy",15,11,"kandy_15_11",80.8696,7.36212,2024,1,"midslope","woodland",0,1,1,1,0,0,0,0,0,0,0,0,"perennial_crop"
"150","uuid:c1bd781f-1a0f-4ac6-9588-531025c843aa","sri_lanka","kandy",15,12,"kandy_15_12",80.8772,7.35795,2024,1,"footslope","cropland",0,0,1,1,1,0,0,0,0,0,0,0,"annual_crop"
"151","uuid:951d8285-79b7-41f1-9ef5-3c8cbbaeba4a","sri_lanka","kandy",15,15,"kandy_15_15",80.8692,7.35451,2024,1,"midslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"152","uuid:b3d6bf0c-3d77-40ef-b0f5-78b20d3cc7a0","sri_lanka","kandy",16,2,"kandy_16_2",80.8826,7.38029,2024,0,"ridge_crest","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"153","uuid:3b7d8f48-6b7c-4270-9757-cf4284606c56","sri_lanka","kandy",16,3,"kandy_16_3",80.8824,7.37657,2024,1,"midslope","woodland",1,1,1,1,0,0,0,0,0,0,0,0,"other"
"154","uuid:9ca2c073-88e9-44c7-93f1-cccdb1ed345a","sri_lanka","kandy",16,5,"kandy_16_5",80.8822,7.37351,2024,1,"footslope","cropland",0,1,1,0,1,0,0,0,0,0,0,0,"annual_crop"
"155","uuid:35eb15d3-9766-45c0-9cfe-1c3a8883bca3","sri_lanka","kandy",16,6,"kandy_16_6",80.8781,7.37473,2024,1,"midslope","bushland",1,0,1,1,0,0,0,0,0,1,0,0,"perennial_agroforestry"
"156","uuid:49994baf-f311-4458-a334-32096b70b8cf","sri_lanka","kandy",16,7,"kandy_16_7",80.8814,7.37991,2024,0,"footslope","forest",0,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"157","uuid:b22e1440-2807-4ffa-8af4-9059ea782a29","sri_lanka","kandy",16,9,"kandy_16_9",80.8813,7.37964,2024,0,"footslope","forest",0,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"158","uuid:a14d469d-7194-446b-b629-e55fa775ab9a","sri_lanka","kandy",16,12,"kandy_16_12",80.8786,7.37529,2024,0,"midslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"159","uuid:7399a8c2-1846-4a83-a65e-bc9b75376d17","sri_lanka","kandy",16,13,"kandy_16_13",80.8796,7.37302,2024,1,"footslope","cropland",1,0,1,1,1,0,0,0,0,0,0,0,"annual_crop"
"160","uuid:8ed915f2-4f65-4ab4-a9ec-5c29b2b59ec4","sri_lanka","kandy",16,14,"kandy_16_14",80.8784,7.37153,2024,0,"ridge_crest","thicket",1,1,1,1,0,0,0,0,0,0,0,0,"other"
"161","uuid:2403ec9c-bf27-4993-ae9e-fd151e40916f","sri_lanka","kandy",16,15,"kandy_16_15",80.8794,7.37336,2024,1,"footslope","grassland",1,1,1,1,0,0,1,0,1,0,0,0,"other"
"162","uuid:476585de-4556-4efb-b838-9caa4e62d831","sri_lanka","laggala",1,1,"laggala_1_1",80.8154,7.5966,2024,1,"footslope","other",0,1,1,1,0,0,0,0,0,0,0,0,"perennial_crop"
"163","uuid:b38f9d44-d883-4c4d-ae70-339104c96a9d","sri_lanka","laggala",1,3,"laggala_1_3",80.8151,7.60158,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"164","uuid:67f2a98e-56d7-48cd-b164-4f3d385be7eb","sri_lanka","laggala",1,4,"laggala_1_4",80.8234,7.5952,2024,0,"footslope","grassland",0,0,0,0,0,0,1,0,1,0,0,0,"fallow"
"165","uuid:0e19d12e-31aa-4cc1-a2a8-e2b5d5ecc473","sri_lanka","laggala",1,5,"laggala_1_5",80.8207,7.59793,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"166","uuid:e55d5594-95bb-41f4-92e8-0a65721dda3d","sri_lanka","laggala",1,7,"laggala_1_7",80.816,7.59612,2024,1,"footslope","other",1,1,1,1,0,0,0,0,0,0,0,0,"annual_agroforestry"
"167","uuid:f45703af-a391-47c4-bd94-b6856b37e3e9","sri_lanka","laggala",1,8,"laggala_1_8",80.8161,7.59561,2024,1,"footslope","woodland",1,0,1,1,0,0,0,0,0,0,0,0,"woodlot"
"168","uuid:2a792a3a-0751-467e-86dc-28f3ed315e2e","sri_lanka","laggala",1,9,"laggala_1_9",80.8168,7.6021,2024,1,"footslope","wooded_grassland",0,1,1,1,0,0,0,1,1,0,0,0,"woodlot"
"169","uuid:ad7a37ff-8ec3-4d93-9307-4a627738536c","sri_lanka","laggala",1,10,"laggala_1_10",80.8226,7.59767,2024,0,"bottomland","grassland",1,1,0,0,0,0,1,0,1,0,0,0,"fallow"
"170","uuid:836d9ade-22e0-46d5-ab8b-f3b050e80d0c","sri_lanka","laggala",1,14,"laggala_1_14",80.8177,7.60138,2024,0,"bottomland","wooded_grassland",1,0,1,1,0,0,0,1,1,0,0,0,"other"
"171","uuid:ef292529-9645-41bd-8143-a25e58dcfd9e","sri_lanka","laggala",1,15,"laggala_1_15",80.8203,7.59792,2024,1,"footslope","cropland",1,0,0,1,1,0,0,0,0,0,0,0,"annual_crop"
"172","uuid:943a148f-a181-40df-80d0-4a6f983aa365","sri_lanka","laggala",2,1,"laggala_2_1",80.8214,7.62671,2024,0,"bottomland","grassland",0,0,1,0,0,0,1,0,1,0,0,0,"other"
"173","uuid:cea6c217-fc03-420e-9e65-56c9fd72cd70","sri_lanka","laggala",2,3,"laggala_2_3",80.8241,7.62566,2024,0,"bottomland","grassland",0,0,0,0,0,0,1,0,1,0,0,0,"fallow"
"174","uuid:2a8b608f-b9ea-4560-bb20-a8a28f341fc1","sri_lanka","laggala",2,4,"laggala_2_4",80.8202,7.62032,2024,1,"bottomland","other",0,0,1,0,0,0,0,0,0,0,0,0,"perennial_crop"
"175","uuid:01e02dfc-933f-4892-9e31-d8e1b5bbc0b3","sri_lanka","laggala",2,5,"laggala_2_5",80.8186,7.62481,2024,0,"bottomland","wooded_grassland",0,1,1,1,0,0,0,1,1,0,0,0,"other"
"176","uuid:14e5dc0a-0e9b-4237-9df4-8478f6b28f10","sri_lanka","laggala",2,6,"laggala_2_6",80.8254,7.62099,2024,0,"bottomland","other",1,0,0,0,0,0,0,0,0,0,0,0,"other"
"177","uuid:2013d8ac-ec49-43a6-b098-5314334e5ccc","sri_lanka","laggala",2,11,"laggala_2_11",80.8264,7.62573,2024,1,"bottomland","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"178","uuid:ed46bb39-ec3c-40cc-a5e5-00056ad43137","sri_lanka","laggala",2,12,"laggala_2_12",80.8201,7.62514,2024,1,"bottomland","wooded_grassland",0,0,1,1,0,0,0,1,1,0,0,0,"other"
"179","uuid:03f28341-6fee-4680-a833-5eed993292e5","sri_lanka","laggala",2,13,"laggala_2_13",80.8201,7.62043,2024,1,"bottomland","other",0,0,1,1,0,0,0,0,0,0,0,0,"perennial_crop"
"180","uuid:8c7949d3-86a1-4100-a961-1472e8bbcc6d","sri_lanka","laggala",2,14,"laggala_2_14",80.8212,7.62496,2024,0,"bottomland","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"other"
"181","uuid:af472ae0-2960-409e-b05b-bcc0fd6f77d2","sri_lanka","laggala",2,15,"laggala_2_15",80.8196,7.62718,2024,1,"footslope","wooded_grassland",1,0,1,1,0,0,0,1,1,0,0,0,"other"
"182","uuid:968dde85-7e87-4918-a5ca-3154bbfc2290","sri_lanka","laggala",3,1,"laggala_3_1",80.821,7.65059,2024,1,"footslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"183","uuid:ea6fb304-bf8d-4907-b29a-7f9e044be7c9","sri_lanka","laggala",3,2,"laggala_3_2",80.8211,7.64154,2024,1,"bottomland","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"other"
"184","uuid:c7e9a298-765a-4c7d-ac92-b04ccfca4271","sri_lanka","laggala",3,3,"laggala_3_3",80.8254,7.64286,2024,0,"bottomland","other",1,0,1,1,0,0,0,0,0,0,0,0,"other"
"185","uuid:089d7229-a52f-4ec3-affa-6b222786e59d","sri_lanka","laggala",3,4,"laggala_3_4",80.8241,7.65107,2024,1,"bottomland","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"186","uuid:42e92c22-361c-42e9-aa14-a87b353fb110","sri_lanka","laggala",3,8,"laggala_3_8",80.8258,7.64307,2024,0,"bottomland","grassland",1,0,0,1,0,0,1,0,1,0,0,0,"other"
"187","uuid:41f100a9-3956-44eb-8c7e-a79db50ef520","sri_lanka","laggala",3,10,"laggala_3_10",80.8251,7.64983,2024,1,"bottomland","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"188","uuid:c81c1ffd-7a64-4772-bcc5-fd442458e1b7","sri_lanka","laggala",3,11,"laggala_3_11",80.8197,7.65071,2024,1,"footslope","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"189","uuid:59d87137-22ab-42ca-b82e-9549e91e055e","sri_lanka","laggala",3,12,"laggala_3_12",80.8246,7.64315,2024,0,"bottomland","grassland",1,0,1,0,0,0,1,0,1,0,0,0,"other"
"190","uuid:d616f7bf-2249-467f-854b-38a4cdeb7c0e","sri_lanka","laggala",3,14,"laggala_3_14",80.8248,7.64204,2024,1,"bottomland","other",0,0,1,1,0,0,0,0,0,0,0,0,"other"
"191","uuid:9047e0c9-618e-4bc7-8f12-8497edbba06a","sri_lanka","laggala",3,15,"laggala_3_15",80.8211,7.64207,2024,1,"bottomland","other",0,0,1,0,0,0,0,0,0,0,0,0,"other"
"192","uuid:bd1e0f56-8f1d-46cc-8821-78c3c529633a","sri_lanka","laggala",4,2,"laggala_4_2",80.8335,7.66821,2024,0,"footslope","grassland",1,1,1,0,0,0,1,0,1,0,0,0,"other"
"193","uuid:46de5933-dde6-41f1-96c7-b7bac7c8a050","sri_lanka","laggala",4,3,"laggala_4_3",80.829,7.66738,2024,0,"footslope","grassland",1,0,0,0,0,0,1,0,1,0,0,0,"annual_crop"
"194","uuid:8d5c6593-4b7e-4717-8c10-9140f925d7be","sri_lanka","laggala",4,5,"laggala_4_5",80.8269,7.66573,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"195","uuid:aa944e0c-8db6-4e39-9b52-b0cdc50b7939","sri_lanka","laggala",4,6,"laggala_4_6",80.8304,7.66346,2024,0,"footslope","grassland",0,1,0,0,0,0,1,0,1,0,0,0,"annual_crop"
"196","uuid:61dfe814-5bed-42f1-989f-e99a6a82ae82","sri_lanka","laggala",4,7,"laggala_4_7",80.8253,7.66294,2024,0,"bottomland","other",1,1,1,1,0,0,0,0,0,0,0,0,"other"
"197","uuid:6b00f70c-88bf-4bf6-b749-0412865bcdc1","sri_lanka","laggala",4,9,"laggala_4_9",80.8317,7.66271,2024,1,"footslope","cropland",1,0,1,1,1,0,0,0,0,0,0,0,"annual_crop"
"198","uuid:d6966943-69b0-440b-8c0f-86f9d3c3cf8e","sri_lanka","laggala",4,11,"laggala_4_11",80.828,7.66828,2024,1,"footslope","cropland",1,1,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"199","uuid:34689d35-fd31-4e79-88a4-e1d18d5f0c02","sri_lanka","laggala",4,12,"laggala_4_12",80.8296,7.66577,2024,1,"footslope","shrubland",1,0,0,0,0,0,0,0,0,0,1,0,"annual_crop"
"200","uuid:94b20c19-f754-48c0-b8a5-e1702fc3db6b","sri_lanka","laggala",4,14,"laggala_4_14",80.8275,7.6641,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"201","uuid:b4203163-1000-4f72-ac18-0567752e04aa","sri_lanka","laggala",4,15,"laggala_4_15",80.8321,7.66482,2024,1,"footslope","cropland",1,0,1,1,1,0,0,0,0,0,0,0,"annual_crop"
"202","uuid:d84da44c-d9d0-440c-a0f6-ac5017ade81f","sri_lanka","laggala",5,1,"laggala_5_1",80.8411,7.60355,2024,0,"midslope","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"203","uuid:7cfdcaf0-5e2c-4090-8a5f-9098b05dc6af","sri_lanka","laggala",5,3,"laggala_5_3",80.8445,7.60125,2024,0,"bottomland","grassland",0,1,0,0,0,0,1,0,1,0,0,0,"other"
"204","uuid:55cabe89-0c8a-4157-8b90-fef1c9f3db0f","sri_lanka","laggala",5,5,"laggala_5_5",80.8449,7.59842,2024,1,"bottomland","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"205","uuid:d327a836-f39c-42b9-83a4-9ac849958417","sri_lanka","laggala",5,6,"laggala_5_6",80.8452,7.60138,2024,1,"bottomland","other",0,0,1,1,0,0,0,0,0,0,0,0,"perennial_crop"
"206","uuid:46d03d68-e5d7-4a99-9801-d2433bcd30cf","sri_lanka","laggala",5,7,"laggala_5_7",80.8416,7.59745,2024,0,"bottomland","grassland",1,1,0,0,0,0,1,0,1,0,0,0,"other"
"207","uuid:fa6bb276-aba0-4fc0-846b-f25003b17c41","sri_lanka","laggala",5,8,"laggala_5_8",80.8411,7.59917,2024,0,"midslope","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"protected_area"
"208","uuid:31c1d3bc-ece1-45f0-98fc-8b98583d0244","sri_lanka","laggala",5,9,"laggala_5_9",80.8406,7.60335,2024,1,"footslope","other",1,0,1,1,0,0,0,0,0,0,0,0,"perennial_agroforestry"
"209","uuid:96942090-a366-4dfd-b2ab-2e7dbbd2e97c","sri_lanka","laggala",5,11,"laggala_5_11",80.8459,7.59618,2024,1,"bottomland","cropland",0,0,0,1,1,0,0,0,0,0,0,0,"annual_crop"
"210","uuid:cd53ef05-7b90-46ab-9c06-bbed095ab463","sri_lanka","laggala",5,12,"laggala_5_12",80.8473,7.60065,2024,0,"footslope","thicket",1,0,1,1,0,0,0,0,0,0,0,0,"protected_area"
"211","uuid:b0c7ac1a-a743-4536-810c-a1ece20346b6","sri_lanka","laggala",5,13,"laggala_5_13",80.8466,7.59629,2024,1,"bottomland","cropland",0,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"212","uuid:7fa85f7a-4713-41cd-9c8a-6d2bd5213125","sri_lanka","laggala",6,1,"laggala_6_1",80.8483,7.62801,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"213","uuid:a40ce561-e416-4c5a-8907-611ba6077ee0","sri_lanka","laggala",6,3,"laggala_6_3",80.8464,7.63117,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"214","uuid:7a8ef5cd-2c69-43e2-94b8-5fae8bc3a49b","sri_lanka","laggala",6,4,"laggala_6_4",80.8397,7.62671,2024,1,"footslope","cropland",1,0,1,1,1,0,0,0,0,0,0,0,"annual_crop"
"215","uuid:0f92fda2-84b2-40e9-8ee7-be9f388e0fa7","sri_lanka","laggala",6,5,"laggala_6_5",80.8477,7.62275,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"216","uuid:d80330ca-1ca4-4b5e-8eff-99ba6d45b215","sri_lanka","laggala",6,6,"laggala_6_6",80.8393,7.627,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"217","uuid:8de6fb55-fcfd-4a03-88f7-df9064595502","sri_lanka","laggala",6,7,"laggala_6_7",80.8459,7.63151,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_agroforestry"
"218","uuid:751f1fce-a0a7-442f-89f4-64d1ec9ef847","sri_lanka","laggala",6,10,"laggala_6_10",80.8386,7.62794,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"219","uuid:9f59ebb3-3e12-4b1a-a9bc-3bc0b2f9408d","sri_lanka","laggala",6,12,"laggala_6_12",80.8466,7.62895,2024,1,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"220","uuid:303743df-7f27-4b96-bfbc-2b8d87696f16","sri_lanka","laggala",6,13,"laggala_6_13",80.8389,7.62904,2024,0,"footslope","cropland",1,0,0,0,1,0,0,0,0,0,0,0,"annual_crop"
"221","uuid:d41b3fec-ba7d-4dac-b281-f1310a6412e0","sri_lanka","laggala",6,15,"laggala_6_15",80.8413,7.62361,2024,1,"footslope","other",1,0,1,1,0,0,0,0,0,0,0,0,"annual_crop"
"222","uuid:f42fc606-63ba-4d2f-8a82-62a895a78ea4","sri_lanka","laggala",7,1,"laggala_7_1",80.8465,7.64992,2024,0,"bottomland","freshwater_aquatic",1,0,1,1,0,0,0,0,0,0,0,1,"protected_area"
"223","uuid:41908254-575a-4cc8-a086-df1583e96136","sri_lanka","laggala",7,3,"laggala_7_3",80.8452,7.64255,2024,0,"bottomland","wooded_grassland",1,0,1,1,0,0,0,1,1,0,0,0,"other"
"224","uuid:71150731-95d5-4b2f-ab1c-60cdcfa5ca29","sri_lanka","laggala",7,5,"laggala_7_5",80.8417,7.64336,2024,0,"footslope","grassland",1,1,1,1,0,0,1,0,1,0,0,0,"other"
"225","uuid:5688908a-1c36-4d5b-8a7f-9b5c9dc23bc1","sri_lanka","laggala",7,6,"laggala_7_6",80.84,7.64093,2024,0,"bottomland","grassland",0,0,1,1,0,0,1,0,1,0,0,0,"other"
"226","uuid:16dac684-6ad2-4eec-bb37-973af2ea0483","sri_lanka","laggala",7,7,"laggala_7_7",80.848,7.64952,2024,0,"footslope","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"227","uuid:cc8c62be-caf6-419f-b673-8f0140fbb635","sri_lanka","laggala",7,9,"laggala_7_9",80.8482,7.64882,2024,0,"footslope","forest",1,1,1,1,0,1,0,0,0,0,0,0,"protected_area"
"228","uuid:268fa303-1725-4d20-bff9-85d6399398ea","sri_lanka","laggala",7,10,"laggala_7_10",80.8431,7.6472,2024,0,"bottomland","bushland",0,0,1,1,0,0,0,0,0,1,0,0,"other"
"229","uuid:44d6387a-ed9d-45cc-b5a4-c8452e80bd5f","sri_lanka","laggala",7,12,"laggala_7_12",80.8453,7.64042,2024,0,"bottomland","forest",1,0,1,1,0,1,0,0,0,0,0,0,"protected_area"
"230","uuid:7e97bc25-00fd-4ead-9cf8-6d22319f4a75","sri_lanka","laggala",7,13,"laggala_7_13",80.8396,7.64145,2024,1,"bottomland","wooded_grassland",0,1,1,1,0,0,0,1,1,0,0,0,"woodlot"
"231","uuid:cb1e770d-dff7-445d-b2bb-6ce027e212b6","sri_lanka","laggala",7,15,"laggala_7_15",80.8445,7.64699,2024,0,"bottomland","grassland",1,0,0,1,0,0,1,0,1,0,0,0,"other"
